node,importance
0xeb31973e0febf3e3d7058234a5ebbae1ab4b8c23,0.17690559708241937
0x34a17418cec67b82d08cf77a987941f99dc87c6b,0.10588281724835753
0xa160cdab225685da1d56aa342ad8841c3b53f291,0.17605424896032784
0x2b5634c42055806a59e9107ed44d43c426e58258,0.08838741534496887
0x689c56aef474df92d44a1b70850f808488f9769c,0.025685637449633234
0x23156749a0acefc8f07b9954d181d50084c1519e,0.0018131401783256767
0x54459d826a727393134c929ad1f4bc1e16f6f021,0.001249601418312357
0xbe5e1ba665d397d5304f0f546cead0a1e44f242d,0.001111057550106709
0x1a98fcebebfea4ffbd0d5bf5e4650d71344f52ab,0.0013199337967267383
0xf519e276958c3ef2dffd9b6b2d87d26859526505,0.0010149341228449771
0x978aad63fe35f7a72573c411c3dff53608aaeac9,0.0011550315494001937
0x905b63fff465b9ffbf41dea908ceb12478ec7601,0.003332953205555856
0x443e285a20e5f1df69e9db8bca8402c176524eb6,0.000644881897559643
0x0554a200988cf265b3aa35436a903d51fac47112,0.0006359627739075037
0x269d3096e5334621f5e670a72d326b439eb630ca,0.0005958034381429554
0x64468dba51b7872c22c999919d590dbdfecef8f8,0.0005481154515098981
0xe2183c61a6597a1078e1f4f9f9cc75bcf6b8bd78,0.0005357278783981253
0x64e6fdd639e1811272fd5b0bc051580e84bf93bc,0.0005277609582874046
0xacd79a844762727fca3bfc4bd3253168c2b4f3c2,0.001012153986648108
0x3781e57863f00a2ebf77a8a7e47987c46474c9c9,0.0004909187687026628
0x9b4c75ce8d7006620df39e8757ade75d6434a6fe,0.0004894159587499307
0x226d13cad8e4ae30285fa7cc131d9ad2923a5b1a,0.0006429274330782367
0xf8fd33c4e992aac4d31cd830b70e82ec3e95dd35,0.0006407889124781554
0x0ecc6571ed4d892ae204705323d09a9443b7bb88,0.0004475813549757733
0xa1b38945846e1869b66ec19c196ba28506743dc0,0.0004372728859925497
0x6c56e970f52a3e2d32b5762dbca4cc3a129defb0,0.0004295289929096139
0x820a7a97dd146fd97f79881afdf4767624973368,0.0003930324663477806
0x13a86fe868966f1a5dae45421253b2817ca2ca24,0.0003899866309114276
0x5ccaa831953f32d59856ad579d54c69f19b8f0f3,0.00038952920451830323
0x68ca2041121fc2b510f0981c765b99dad5db7281,0.00036191595405473087
0x0464f791c1c795f4287fa321c304629010193caf,0.0003596402008413624
0xb837b82d7bd9e4d5feefcc13bb9d72b257b87ee9,0.0003527720075405375
0xa92ad08fbe578c7cf3824babde5e29d1dae52e43,0.0003418736546652062
0x9e54b603d48b27b2c9f22903b22cdd9294561c9b,0.0003206418704276981
0xc6467e1bd61df454335284eea717e23de5ffcd5d,0.0003217305851311759
0xaa2ded0fe3f60cf1337f9b0f2892480d99ba9da5,0.00031222254224936723
0x88f03b05fa4f5532f611845ff9cb0b1d5e3f5ead,0.00030952823923787126
0xafd8b163efc6cafb25d115e5cd61ceb38522de97,0.0003027962291749137
0x876eabf441b2ee5b5b0554fd502a8e0600950cfa,0.0007856604579949135
0x80d87f36fe9ac8776c70832bf6bb70332c0c8509,0.00030334614970856815
0x33795f7949a243952e7619108007c944b7376952,0.0002982849487734405
0xcdd8a2f34ac316fbeaf24da4572e9101eaa28f2e,0.00044980312659184175
0x15360ac6dea7ba1e1696ee4e672564db352e205e,0.00028147139234233195
0x081965e7334da86654f20c34c51ed0e19d1123a0,0.00028127009956061444
0x261985b27a12272ad96b21885fe89a1538cbe91c,0.00027758311099017227
0x2dd817208699250ee630d3bbf46c138d41f18c8f,0.00027618589833984053
0x57757e3d981446d585af0d9ae4d7df6d64647806,0.0002712623710304188
0xe61fa68c7e6658cffd6e082ec712d26ae1222737,0.0002705099542498721
0xaa7319377b75efbcf6b3928397a3e4518f79a976,0.0002701601237741794
0xc26d54afe6811691bdc2676bf40c1c9e101473ef,0.00026528831734278077
0x0c71816ac20b24a6054c6c5954ce40afd08a84cb,0.00026552117572048483
0xb631651cb570ba0c0d696bd5e4860cbd214f20a0,0.0002571224320644057
0x04f42d7b12de8b4b3c5995d0ecfe50c2e62f8f26,0.0002545589131237743
0x64100b3f4386d7e7a30ab6f0c4a2e4f19273e25d,0.00025273775406544166
0x23c98b17743ef687cbab84cef9eca52d4934455a,0.0002494686059237743
0xc48da0b07004c361081eeea3903d049271c8c81a,0.0002466140777222171
0x54b1f3539f0a6008a4acde6a7272929d5b232b36,0.00023385952259520534
0x477ab1c1f81884507e0b1afbdf48a9307ef94c17,0.0002258674944662135
0x00600423c03ec4b46f9b8a28c66d42bdd1b19c36,0.000225387516074773
0x710da7a06b0c66a18fed27dfa53d937c69ed3b2c,0.00022153119650281247
0x6cea9591a430f52f735ec6f90f1e30062b3277f8,0.00021645873273425272
0xfbe9e85d3b150f4aceb6f73dc727e73b83c013d1,0.0002140256119451908
0x74a71fdc4a06ccfe3fcf0583d61d7cb8a84e1f30,0.00021168114418192708
0x0199a36c4a248b718aeb768dbde1015a268a2e26,0.00020924009668305088
0x2bb3dff86c9945de2e973feca46f57b2ba11d6a8,0.00020884439324816005
0x66af9f5c9dc1f4219055f93cb8667c806b45cdcb,0.00020855652778102533
0x910cbd523d972eb0a6f4cae4618ad62622b39dbf,0.0003827613941380152
0xd4989a4ff3584a4def66b91ce7a18cfc3ec39f88,0.0002077307234177561
0xb3130374575ea9e2c6f2c67e0e77c2e08dc12e79,0.0002035047692504183
0xefca89f5d2ad9fb8f50710b835396b197beca354,0.00020161906872424065
0x5cb32e9cdc09866020a3cc13353c72655b0eb91a,0.00020100841224681622
0xf4d33cc1abe727bcbfe3f41343be17390082bcef,0.00019498184949232901
0x10194e626c04edc242171889eb610504b63acf97,0.00019076387883170607
0x26c20eb24c7b0a15969ddd0407ae3031fbbf5dd8,0.0001901099863274368
0xaa0a5e71b8cf79cbcdb5c49dfd5c42d3b15c2b4a,0.0001876023122418507
0x8e3167d6ad6fda43392c5f54e48b478e0f95f18e,0.0001865577561094152
0xbf675c80540111a310b06e1482f9127ef4e7469a,0.0001834783943010753
0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0.00018714234166468865
0x00000000219ab540356cbb839cbe05303d7705fa,0.00018020573920058671
0xf10afa93cce769dcad58e5b26604bda2962785da,0.00017718390573771224
0xd66ca3b03a96589b88d84a8ddcee27671bdb1923,0.0001920799515882586
0xa150fe04858b662e45c8ef5b6bad08d97b3bc02b,0.00017666477322977384
0xe89bd48a519706e599e6c3e8fa41b89ef13e3979,0.0001751977768997306
0xf87c0f61b5d35142cd8e8a5693ae585ea459d7e1,0.00017205561083479418
0x880f49ff1f3b1c4f2b41fe9704d4f219b85d975d,0.0001704071275595641
0x3f5ce5fbfe3e9af3971dd833d26ba9b5c936f0be,0.00018105078891253286
0x2cb8132e3e51b802ad7c0d36dee4aee66a1c75c4,0.00016904946292186493
0x8f1585c03534fdf95128501e5042043e5f1b1582,0.00016587635542736226
0x34cd95e5151a65861d7a14f1ea3db594f6d58b01,0.0001654846691127805
0x7fcde865468faa43c4f2dba631326787e1dbda8f,0.000163789929029151
0x51d86789e16a45a73a4e776a3b688af55464b5cc,0.0001626719069862644
0x858b5839ef4a60fc06fef98d3b12727c3219aace,0.00015994515072547237
0x484ed231c90f578677ac1e0ce9acc85301460382,0.00015847973335015602
0xd5f228cec56cad3fda3a6e6dff96c1407dcf721b,0.00015789456920068813
0x1b3fb1e522f31acba0b739e4254f197802fe1cbe,0.00015775291262937357
0xae6811a6d250c6e1a2bc1c664770cf7c6c654f6b,0.00015633582328227917
0x9346cede9df658a9652da8abbedf7be2c45fd819,0.00015506627291753672
0x267be1c1d684f78cb4f6a176c4911b741e4ffdc0,0.0001717665917215223
0x40bd6741577aa43e2c508c9762a868927da71a7a,0.00015420471190860432
0xa4da0f347c6abe0e8bc71b5981fd92b364eda4c2,0.00015333283060293423
0xa6edc956290b7ce416c5d8edc67e1c32506fe099,0.00015227116280899775
0x722122df12d4e14e13ac3b6895a86e84145b6967,0.0001593524259451003
